timeSec[s]	codePseudorange1[m]	codePseudorange2[m]	codePseudorange3[m]	codePseudorange4[m]	codePseudorange5[m]
20031.985000000001	1628.185356074620	1959.793279229293	1949.741597126723	1270.991937282666	2084.283833586834
20032.985000000001	1639.776977139715	1947.853084911199	1956.389550375079	1273.803125002113	2070.934637492856
20033.985000000001	1651.707355103402	1935.817795372629	1963.056051489542	1276.857829873069	2057.344341562961
20034.985000000001	1663.685217193573	1924.027831130021	1969.897655969068	1280.012436972061	2044.013859932620
20035.985000000001	1675.797821989995	1912.345035878755	1976.220658224411	1283.224114872113	2030.805948665534
20036.985000000001	1687.765769352432	1900.572976349660	1983.069180088368	1286.611112873351	2017.590449488903
20037.985000000001	1699.782885518797	1888.816659937736	1990.154008179939	1290.263257868045	2003.670601872487
20038.985000000001	1711.809969557882	1876.951622843718	1997.416582558191	1294.063865058088	1990.345636407665
20039.985000000001	1724.015390658054	1864.918208655609	2004.945046389319	1298.097350612305	1976.953500363740
20040.985000000001	1736.139243546188	1853.287468055361	2012.406039762174	1302.328342058308	1963.525063678404
20041.985000000001	1748.269841893635	1841.888765288597	2019.820282507860	1306.576430276746	1950.281695243634
20042.985000000001	1759.614310651331	1831.513796882338	2028.351105477546	1309.593841974668	1936.760980312480
20043.985000000001	1768.458399019425	1823.645510460586	2038.422162679922	1310.162437111966	1923.245742193533
20044.985000000001	1775.540150408277	1817.677267124040	2049.213560317356	1309.026055336347	1910.134727951948
20045.985000000001	1782.162698188667	1812.677876701026	2060.194444484909	1307.707297896632	1897.710332170245
20046.985000000001	1789.127502825654	1807.474714245124	2070.795098886299	1306.832953599485	1885.541278556976
20047.985000000001	1796.293916568139	1801.808602576880	2081.080014510405	1306.427242460363	1873.197865562211
20048.985000000001	1803.078890366734	1796.628800782077	2091.631938944010	1305.752349360318	1861.179777191753
20049.985000000001	1809.297441494794	1792.737600742048	2102.503492556928	1304.336701721938	1849.458914424664
20050.985000000001	1815.178534960986	1789.739936599949	2113.848747710305	1302.418530926918	1837.349091578807
20051.985000000001	1820.814255555349	1786.880084887391	2125.246937880605	1300.503077033440	1825.552363308414
20052.985000000001	1827.007821471066	1783.633433525818	2137.232445190630	1298.790115277987	1812.931073927982
20053.985000000001	1833.325248924418	1779.986954813036	2150.042894989249	1296.887860876239	1799.433609796487
20054.985000000001	1838.273827000457	1778.701518750663	2163.854015153805	1293.219933424977	1786.262785741982
20055.985000000001	1842.831940223390	1778.106826657058	2177.911727197646	1288.954738520643	1773.079661533125
20056.985000000001	1847.538296384200	1777.673524872546	2192.222317698565	1284.888934440877	1759.681399818705
20057.985000000001	1852.362932842429	1777.168179939016	2206.427849087041	1281.172524900165	1746.744810749504
20058.985000000001	1857.530052993658	1776.459568990419	2220.192761228081	1277.939313015173	1733.654519596150
20059.985000000001	1862.883004004176	1775.687381408197	2233.935695158668	1275.092906165947	1720.612897731381
20060.985000000001	1868.331018675066	1774.970576514400	2247.505903544018	1272.434669084954	1707.640898357601
20061.985000000001	1875.310593386931	1773.110679869733	2260.914690703259	1271.205209204568	1694.256162328928
20062.985000000001	1884.814339735003	1768.751249185515	2273.305163965560	1272.886473831551	1680.421587462968
20063.985000000001	1896.118700772327	1762.000969014035	2284.445771577313	1277.067733560541	1666.401079540585
20064.985000000001	1908.495868242276	1753.348471964906	2294.150545959810	1283.081010721372	1652.492723744434
20065.985000000001	1921.304270123171	1743.890790536916	2302.878051659347	1290.218738503695	1639.261292681984
20066.985000000001	1933.662944088096	1734.710705330373	2310.686720717167	1297.544258173479	1626.964283190204
20067.985000000001	1945.571999619152	1725.879049606835	2318.110006752516	1304.836744230806	1615.420026172227
20068.985000000001	1957.360328916380	1717.382485940944	2325.536717333474	1312.058155225865	1603.897208500874
20069.985000000001	1968.838334474192	1709.056279815061	2332.905525078543	1319.218451039226	1592.668902597432
20070.985000000001	1980.241626076447	1701.077171564389	2340.232800563616	1326.367969854315	1581.465587468454
20071.985000000001	1991.852182043985	1692.743265121461	2347.238888609503	1334.013999801528	1570.534600374387
20072.985000000001	2003.745701192770	1683.857071397675	2353.683924818733	1342.183589895358	1559.911949519679
20073.985000000001	2015.702723434835	1674.096027482359	2359.136204060062	1351.015131645101	1550.192138610178
20074.985000000001	2027.565920163796	1664.340285224744	2363.587013992053	1360.323786807652	1541.081214145239
20075.985000000001	2039.652841823327	1654.111064273068	2367.398082826326	1370.170120100458	1532.472552204745
20076.985000000001	2051.576350439646	1643.651956820748	2370.494619832060	1380.591315411676	1524.365097634776
20077.985000000001	2063.589333854792	1632.995790736208	2373.119157698602	1390.993874064792	1517.049856748782
20078.985000000001	2075.403018296180	1622.199570904923	2375.107272705955	1401.578694485728	1510.442354704198
20079.985000000001	2087.121344181915	1611.208865048080	2376.311210807011	1412.489712193831	1504.414123809194
20080.985000000001	2098.436528270063	1599.870445044467	2377.003194892839	1423.633086067461	1499.185950441023
20081.985000000001	2109.998952514595	1588.256995293677	2377.296577900853	1435.182520983324	1494.332946328659
20082.985000000001	2121.519853446583	1576.633770109891	2377.323854953243	1446.651487056462	1489.763332868604
20083.985000000001	2132.796031549402	1564.710178510780	2377.041188879291	1458.280961635636	1485.509849572976
20084.985000000001	2144.283621076153	1552.802454403036	2376.495744120511	1470.009896716112	1481.737711237819
20085.985000000001	2155.611810320524	1541.007741608355	2375.633065178019	1481.954735320012	1478.123849505865
20086.985000000001	2167.030898034758	1528.983321495327	2374.823329088381	1493.782859660445	1474.906645537421
20087.985000000001	2178.259752857919	1517.097905396544	2373.879788961497	1505.515111305721	1472.087667720727
20088.985000000001	2188.744305551770	1505.174036868760	2371.351910734812	1517.190826560433	1470.928592066505
20089.985000000001	2198.235158559128	1493.493539496338	2367.165967507610	1528.645775242274	1471.607449500505
20090.985000000001	2206.505587405112	1482.299105062512	2361.542316207810	1539.573222794552	1473.918704689673
20091.985000000001	2213.489776217728	1471.825650151941	2354.695602539046	1549.674103619545	1477.750879520039
20092.985000000001	2218.855382423562	1462.571448089960	2346.381295400782	1558.779157127352	1483.265286971106
20093.985000000001	2222.961739881296	1454.079836726340	2337.381146593807	1567.050344690113	1489.943984808760
20094.985000000001	2226.089525091349	1446.666879371828	2327.959222758843	1574.455439965768	1497.371014289681
20095.985000000001	2228.483043428051	1439.940953613158	2318.370842123707	1581.271929745837	1504.962637184120
20096.985000000001	2230.652802482268	1433.730629787239	2308.912587193782	1587.776811977401	1512.664396147165
20097.985000000001	2232.752404647754	1427.803083072668	2299.710325221841	1594.087829277920	1520.416833667873
20098.985000000001	2234.557715642936	1422.003571846780	2290.480616584532	1600.103055224854	1528.119515758681
20099.985000000001	2235.992543951926	1416.882285549118	2281.127239759888	1605.750346047575	1536.138539386044
20100.985000000001	2237.186578401281	1412.080778720645	2271.477794527919	1611.319326529359	1544.452018041526
20101.985000000001	2238.630561126361	1407.036301286462	2261.836539014177	1617.064050397641	1552.580953503575
20102.985000000001	2242.246724503991	1400.294056663719	2253.603511403152	1624.441530366710	1559.311105155186
20103.985000000001	2247.272928288628	1392.478681763181	2246.122300117702	1632.830939923128	1565.080446185548
20104.985000000001	2252.276191597022	1384.725231549374	2238.791486095289	1641.401199564110	1570.977431584943
20105.985000000001	2256.061816601994	1378.288081074027	2230.526734245396	1648.890884618501	1577.926136618879
20106.985000000001	2258.014840202638	1373.537790756131	2221.398641075755	1655.024106696464	1586.176566744486
20107.985000000001	2258.256244336236	1370.143273438267	2211.268448711387	1659.912059316840	1595.528286398038
20108.985000000001	2257.366407046516	1367.742508398825	2200.027145172584	1664.005429075597	1605.899595651606
20109.985000000001	2256.553680468802	1365.282198120032	2187.797203241760	1668.616482370828	1617.163476063199
20110.985000000001	2256.350982063345	1362.098042912046	2174.860472119363	1674.354283262990	1629.362868121514
20111.985000000001	2256.926924723466	1358.408517154226	2161.718844898215	1681.093972045407	1642.185459040819
20112.985000000001	2257.780845533418	1354.951139876882	2148.344452246468	1688.210541177736	1655.463386062390
20113.985000000001	2257.147491839528	1352.159286921586	2134.097603240244	1694.291021481261	1668.459031807485
20114.985000000001	2254.058435908075	1351.758886031901	2119.558529671740	1698.179071122030	1682.287713165111
20115.985000000001	2249.046024997009	1353.544622635201	2104.727950092840	1700.264821647905	1696.545050933477
20116.985000000001	2243.538945859711	1356.393487496071	2089.959735445616	1701.822956899851	1710.868037257446
20117.985000000001	2237.555722262375	1360.197494268705	2075.386283110327	1702.968434175837	1725.565026781116
20118.985000000001	2230.734222336795	1365.415849027715	2061.172006467199	1703.074542474307	1739.991762762358
20119.985000000001	2222.668816424005	1371.715354226613	2047.440427584638	1701.847741673172	1753.669296357993
20120.985000000001	2213.635747074824	1379.463182195802	2034.325470239729	1699.427148737832	1767.338874472269
20121.985000000001	2203.720501206695	1388.376698174186	2021.718150097811	1695.765276448797	1780.758671033122
20122.985000000001	2192.728287117188	1398.451974039877	2009.855628986924	1690.934685349795	1793.356738744243
20123.985000000001	2180.836963044813	1409.352409258297	1999.046848719880	1684.983139786075	1805.501876517309
20124.985000000001	2168.326571061914	1421.087603624097	1988.991409982009	1678.243590200923	1816.964639618335
20125.985000000001	2155.492318162667	1433.079374114019	1979.685221628462	1670.830362624534	1827.792797532190
20126.985000000001	2142.359658859136	1445.490413370984	1970.896864181806	1663.105981849248	1838.367237983937
20127.985000000001	2129.613255211476	1457.678480957111	1961.810699105811	1655.839050045759	1849.099118539280
20128.985000000001	2117.475323611849	1469.600868911028	1952.175737715127	1649.468450443785	1860.387338096368
20129.985000000001	2105.462698827779	1481.253383518593	1942.670438359792	1643.255121977036	1872.002734991369
20130.985000000001	2092.938478516394	1493.427125098942	1933.692277689657	1636.563090843210	1883.255103158884
20131.985000000001	2079.672031745973	1506.268544042564	1926.323905646786	1628.518184545038	1893.078342736813
20132.985000000001	2065.669995915912	1519.899214094765	1920.813408411712	1618.917256498188	1901.822693921192
20133.985000000001	2051.227748334171	1534.206367910870	1916.962013400879	1608.183531460735	1909.358396031893
20134.985000000001	2036.678542639193	1548.597018097707	1914.547590074538	1596.549191733263	1915.650589514292
20135.985000000001	2022.166323801442	1562.827037060890	1913.631815199039	1584.183904966912	1920.371259616352
20136.985000000001	2007.650931967353	1577.101350417018	1913.907121624050	1571.482547995003	1924.130440785321
20137.985000000001	1993.184720942783	1590.972206676166	1914.890869573539	1558.724793351500	1927.897242400843
20138.985000000001	1978.684267884391	1604.900198203315	1915.844606362682	1546.127739330660	1931.988316658913
20139.985000000001	1964.396976401093	1618.929817226907	1917.031840938410	1533.460483397095	1936.053843426414
20140.985000000001	1950.475045513303	1632.385612431553	1919.905691595878	1520.251058172352	1938.783279227768
20141.985000000001	1937.023028559531	1645.576060573479	1924.776345222110	1506.238101842161	1939.575630548479
20142.985000000001	1924.255458832644	1657.857730894099	1931.161122980857	1492.183262627615	1938.882537195111
20143.985000000001	1911.851376179227	1670.149736608897	1938.323960024824	1477.934531827344	1937.513290658580
20144.985000000001	1899.759277434905	1682.220340957442	1946.131211533894	1463.665291730818	1935.626822007061
20145.985000000001	1888.171763009596	1693.517168774185	1954.584555999249	1449.444280011150	1933.107798622086
20146.985000000001	1876.975453725544	1704.950973668750	1964.135162662325	1435.494314352514	1929.914243014729
20147.985000000001	1866.718584758121	1715.686494042328	1974.224713517781	1421.476980589528	1925.285384090470
20148.985000000001	1857.373675223935	1724.656481897921	1984.888200361943	1407.729740162517	1920.230917930751
20149.985000000001	1848.791449217440	1734.438111117793	1996.138037820531	1394.284573286673	1915.002725271884
20150.985000000001	1840.879919006722	1743.445762080426	2007.891724337360	1381.088430905546	1909.116180653268
20151.985000000001	1833.817022137447	1751.584011794145	2020.292036776211	1368.384284369845	1902.696022147707
20152.985000000001	1827.597026520463	1758.336433726324	2033.130342598046	1356.075007267626	1895.677110616575
20153.985000000001	1822.035511983305	1765.723809549753	2046.381961809223	1344.135647860122	1887.627559508584
20154.985000000001	1817.507063693483	1772.406898730664	2059.858711454544	1332.670200132317	1878.755353618735
20155.985000000001	1813.920248263031	1777.941940489181	2073.560829087501	1321.862639201258	1869.070048380664
20156.985000000001	1811.165364047092	1783.020438128824	2087.814682191293	1311.466313347324	1859.112488632107
20157.985000000001	1809.510268033256	1787.682182613142	2102.522736991035	1301.830944947201	1848.977301939247
20158.985000000001	1809.409232614896	1791.507779695128	2117.180938598678	1293.162767607970	1838.167308621275
20159.985000000001	1810.493309729186	1793.538162278548	2131.721687424922	1285.641443405365	1826.113486083082
20160.985000000001	1812.473222685130	1794.320582170833	2146.384384793728	1279.247926456879	1813.390642388649
20161.985000000001	1815.769548766895	1794.210413570489	2160.790979452873	1273.873781562713	1800.283473714234
20162.985000000001	1820.997300390283	1792.610334677709	2174.884070886953	1270.188190863075	1786.491797517607
20163.985000000001	1827.712728789735	1789.651191067964	2188.599486825140	1268.063424126729	1771.868679523783
20164.985000000001	1835.898252018810	1785.605640846503	2201.817390889172	1267.585554175899	1757.153902028340
20165.985000000001	1845.549952409961	1780.285659959313	2214.198934568463	1268.736165050009	1743.061137176816
20166.985000000001	1856.010201263397	1773.904821611019	2225.974768910742	1271.162196149311	1728.559333327453
20167.985000000001	1867.056953184144	1766.890446639057	2237.155083269823	1274.402620750322	1714.159488575851
20168.985000000001	1878.512482576160	1759.487726647684	2248.143967834009	1278.302599340960	1699.848597774340
20169.985000000001	1890.028251886311	1751.356613367568	2258.993122641085	1282.568504174231	1685.520249924359
20170.985000000001	1901.959963040339	1743.011060415593	2269.424242045570	1287.250787375587	1671.159658845768
20171.985000000001	1914.228464444799	1734.576843360682	2279.595412381659	1292.942743051466	1657.341949072597
20172.985000000001	1927.009017963485	1725.642127504705	2288.934812554148	1299.685106807837	1643.708344918989
20173.985000000001	1940.285037085191	1716.087612095958	2297.517556394069	1307.459752671430	1630.386025509001
20174.985000000001	1953.726380642275	1706.129283986907	2305.620582457755	1315.862696261519	1617.529784001873
20175.985000000001	1967.481421650703	1695.815460729594	2313.405814599806	1324.769325155872	1605.048457982241
20176.985000000001	1981.373185348317	1684.823076691988	2320.378489403622	1334.258214496788	1592.749749120420
20177.985000000001	1995.520436057098	1673.538930369509	2326.992141482134	1344.341277713837	1580.872993717530
20178.985000000001	2009.410065958890	1662.764411169745	2333.784403093906	1354.399629894580	1569.204212341016
20179.985000000001	2023.189853589706	1652.160652756045	2340.913438206206	1364.497455551598	1557.428618519152
20180.985000000001	2037.344578166919	1641.195900022028	2347.876841690145	1374.790582346817	1545.755923559089
20181.985000000001	2051.502190275926	1630.122869993413	2354.491053136788	1385.535453326253	1534.670417227642
20182.985000000001	2065.944804775016	1618.505740676635	2360.481198543602	1396.794130805277	1523.928760613154
20183.985000000001	2080.344808361991	1606.923717802697	2366.157473259944	1408.255291275498	1513.485659944417
20184.985000000001	2094.800650524664	1594.878240644508	2371.350980571375	1420.173044010378	1503.709868759580
20185.985000000001	2108.831036201710	1581.663130077565	2373.965906633955	1433.386450962721	1496.021956481241
20186.985000000001	2122.937506259938	1567.325389260771	2373.687504797206	1447.674618303855	1490.799385013286
20187.985000000001	2136.019176927583	1552.471484602453	2370.677207841905	1462.052283119768	1488.333821234611
20188.985000000001	2147.594761942987	1538.207635453932	2364.851445782555	1476.275797184568	1488.820323079391
20189.985000000001	2157.915432235472	1524.090415846366	2357.330760662087	1489.910000062023	1491.385209910682
20190.985000000001	2167.112087049984	1510.458864810408	2349.016540825769	1503.087900380170	1495.174702021855
20191.985000000001	2175.616545655390	1497.592521107186	2340.059887867306	1515.744554089457	1500.135534090725
20192.985000000001	2184.016298288924	1485.019222024948	2331.236348695924	1528.233328436811	1505.198728710114
20193.985000000001	2192.836510719017	1472.543717732424	2323.123333013250	1540.829019347390	1509.677927037772
20194.985000000001	2201.571938059420	1460.112975086395	2315.165028146162	1553.383272693246	1514.120847802665
20195.985000000001	2209.473276337074	1448.343692851819	2306.537560867518	1565.272862893982	1519.687916975812
20196.985000000001	2216.091297624208	1437.561792201279	2296.925677370644	1576.363286456991	1526.582542773818
20197.985000000001	2221.736859862373	1427.622173869468	2286.454539306565	1586.851375733842	1534.508580109075
20198.985000000001	2227.173020733242	1418.108911671797	2276.088306834442	1597.035354355928	1542.704136876834
20199.985000000001	2232.797408926592	1408.714238652504	2266.139228290502	1607.202535293445	1550.541555736399
20200.985000000001	2238.734167557297	1399.319464790240	2256.535452261640	1617.428061989707	1558.138406473838
20201.985000000001	2244.800964363046	1389.708177410479	2247.147537212077	1627.886818298823	1565.576208728328
20202.985000000001	2250.666346896563	1380.346958713963	2237.478395787107	1638.315589824423	1573.426421348204
20203.985000000001	2256.098476538128	1371.645984656413	2227.294640346338	1648.504875763232	1581.971654045320
20204.985000000001	2260.791618958062	1363.547606060737	2216.484266232642	1658.256343819767	1591.241528630078
20205.985000000001	2264.463728601345	1356.241203692153	2204.984931390039	1667.218318977518	1601.300003442067
20206.985000000001	2266.759684513155	1350.462349312428	2192.600000751085	1675.238793526532	1612.563009433885
20207.985000000001	2267.107743453764	1346.716159000554	2179.421745489614	1681.616673697963	1624.964044980558
20208.985000000001	2266.723922553475	1343.728616648105	2165.961501695198	1687.478882440256	1637.641387421981
20209.985000000001	2265.588093481525	1341.588066100171	2152.421064002294	1692.682903045475	1650.564314762380
20210.985000000001	2263.103917162518	1341.055550445325	2138.845916903777	1696.542752776260	1663.919587882503
20211.985000000001	2258.876202704756	1342.463202692862	2125.109389598615	1698.828408254915	1677.372926669477
20212.985000000001	2253.048793001839	1345.789227422710	2110.985724127049	1699.644446747909	1691.423921079160
20213.985000000001	2245.779060705890	1350.753433056055	2096.958819794141	1698.976059059939	1705.302076262135
20214.985000000001	2237.358549145233	1356.980905954599	2083.255626527171	1697.147731209913	1719.047215965521
20215.985000000001	2228.915984094117	1363.551582117257	2069.553884682208	1695.486520918877	1733.203973347825
20216.985000000001	2221.044835860941	1369.785427708453	2055.744525212909	1694.328359958453	1747.509197531130
20217.985000000001	2213.556127052848	1375.755225537550	2042.118507537107	1693.602559334925	1761.328440638761
20218.985000000001	2206.041533481904	1381.915311155181	2028.361910862413	1693.061831453776	1775.563666768383
20219.985000000001	2198.405528369389	1388.610577164594	2014.741333349561	1692.283299826868	1789.223282942535
20220.985000000001	2189.621448924282	1396.754779399382	2002.047282140760	1690.242614425075	1802.869812983608
20221.985000000001	2179.240173372015	1406.488348886105	1990.137952146493	1686.161850491534	1815.860122925334
20222.985000000001	2167.406016780069	1417.398757268116	1979.315988581151	1680.405392907353	1827.738785243245
20223.985000000001	2154.731157113315	1429.382067869060	1969.460828190181	1673.520881469212	1839.044383590920
20224.985000000001	2141.551004966416	1441.777922052253	1960.368083250296	1665.806081302632	1849.735918184831
20225.985000000001	2128.248817355840	1454.538080009450	1952.007880858613	1657.622127620287	1859.907482755580
20226.985000000001	2114.563415354424	1467.562965798584	1944.346520018913	1648.948997019134	1869.598579429396
20227.985000000001	2100.759803020002	1480.682983541357	1937.586270726116	1639.898255357263	1878.593039055331
20228.985000000001	2087.005561040999	1494.276516692793	1931.691015893090	1630.462619488048	1886.908934852040
20229.985000000001	2073.050151419041	1508.133458247395	1926.777697180051	1620.397528040387	1894.777754930483
20230.985000000001	2058.713319302287	1522.058590126365	1923.010609157601	1609.652108907809	1902.060317209800
20231.985000000001	2044.154909856487	1536.233247033474	1920.079541034097	1598.265601095075	1908.704504855711
20232.985000000001	2029.500132043836	1550.301449597687	1918.348986672818	1586.244949579716	1914.394081638982
20233.985000000001	2014.807680961084	1564.326486026700	1917.697640773983	1573.920254653470	1919.199794061516
20234.985000000001	2000.226301628986	1578.443363443141	1917.888418952444	1561.467833691874	1923.239042068546
20235.985000000001	1985.640999326659	1592.440036522582	1918.778950448041	1548.832392027068	1927.126772272832
20236.985000000001	1971.375732542123	1606.422420969308	1920.301823150162	1536.111524217435	1930.761741678449
20237.985000000001	1957.205171045411	1620.511227202016	1922.144090502532	1523.259067212871	1934.326590058643
20238.985000000001	1943.155437179902	1633.626314326988	1924.625865678721	1510.316071466735	1937.617231507129
20239.985000000001	1929.399929306704	1647.312627865640	1928.014803222975	1497.091992962847	1940.030555803361
20240.985000000001	1915.921324345191	1660.580679116905	1932.394973372088	1483.552222166468	1941.682271689271
20241.985000000001	1902.589302529841	1673.763056947105	1937.614441106290	1469.532248735988	1942.640756096180
20242.985000000001	1889.826810685692	1686.522030777112	1943.812810952652	1455.383521997480	1942.439298460439
20243.985000000001	1878.026217085148	1697.655618511509	1951.764807655343	1441.223101974962	1940.703174769928
20244.985000000001	1867.193965172698	1708.658416886232	1961.167158097650	1427.069608631014	1937.311053036303
20245.985000000001	1857.308789549780	1718.254887867378	1971.667035369476	1413.153257149725	1932.512376778970
20246.985000000001	1848.612678174703	1727.811714713765	1983.154651387445	1399.522036574415	1926.295978939528
20247.985000000001	1841.058694806423	1736.365647449161	1995.277836659425	1386.437374230229	1918.774952765600
20248.985000000001	1834.493946967379	1743.933576372180	2008.129353729384	1373.826099868401	1910.981548598652
20249.985000000001	1828.767926244754	1751.101384127934	2021.397551394234	1361.691548500195	1902.972060401008
20250.985000000001	1824.518272578244	1758.038299153946	2035.186732390757	1350.446022791144	1893.868175564157
20251.985000000001	1821.399753037028	1764.286660037475	2049.300563119601	1339.943045534909	1883.871789474394
20252.985000000001	1818.701539978950	1768.847708088451	2063.510264754035	1329.715088426102	1873.572409073062
20253.985000000001	1816.540582714228	1773.363466262899	2077.757375219888	1319.871759382009	1863.616978253767
20254.985000000001	1814.800373889983	1777.562885005522	2092.056257173821	1310.094503341293	1853.252501595327
20255.985000000001	1814.178567444049	1781.477515966857	2106.946001001315	1301.180379646467	1842.650278017861
20256.985000000001	1814.622092086353	1784.349966267736	2121.814149371662	1293.201987138318	1831.101051200293
20257.985000000001	1816.068940553351	1786.164349588274	2136.460270128741	1285.941995172270	1819.098285461328
20258.985000000001	1817.969457954351	1787.205878544286	2150.800088369777	1279.364374241435	1806.843852725869
20259.985000000001	1821.090010175492	1787.556182176533	2164.958443306493	1273.972050092349	1793.947816287410
20260.985000000001	1825.805289336561	1786.786426728764	2179.140692243079	1269.616101339349	1780.734593207064
20261.985000000001	1831.332975568697	1785.053894308662	2193.240691432439	1266.208611109751	1767.038014728869
20262.985000000001	1837.745469036885	1782.560451519980	2206.982361870824	1263.905193067058	1753.298646682167
20263.985000000001	1845.450876362537	1779.274652298991	2220.423276783743	1262.927832211980	1739.182304219665
20264.985000000001	1854.123715469117	1775.164105680473	2233.291212587866	1263.174363264497	1724.368653654966
20265.985000000001	1863.358768117545	1770.212927250650	2245.768671554877	1264.387800149396	1710.424872334369
20266.985000000001	1873.255446040502	1764.496339963413	2257.965786545413	1266.448715844502	1696.134919995981
20267.985000000001	1883.954259659390	1757.992397324986	2269.719109002312	1269.670207291033	1681.796085226085
20268.985000000001	1895.364666098937	1750.212542353958	2280.779906433250	1274.077669086128	1667.418396469015
20269.985000000001	1907.621381767317	1741.580637974983	2290.930163916874	1279.729461496104	1653.415747945945
20270.985000000001	1920.579191007624	1732.184479877207	2300.164340153327	1286.761556419573	1639.794389164298
20271.985000000001	1934.205336120274	1722.097655851774	2308.508260859191	1294.887366383937	1626.565990696291
20272.985000000001	1948.081737456247	1711.375289275966	2315.840047290859	1303.982189895406	1614.005079144884
20273.985000000001	1962.364246653905	1699.870731581854	2322.238231072225	1313.978587967291	1602.048070990085
20274.985000000001	1976.778410278640	1687.822646408068	2327.586316244747	1324.978917878582	1590.781366851699
20275.985000000001	1991.275980928697	1674.980808166889	2332.044687734465	1336.523495249485	1580.172966870310
20276.985000000001	2005.682490843913	1662.317957485822	2336.263106966932	1348.364105947635	1569.932400794292
20277.985000000001	2019.775153396924	1649.831923152018	2340.531440131746	1360.008244607916	1559.547555506422
20278.985000000001	2034.056944857426	1637.562959662682	2345.067972398353	1371.535669007525	1549.169281504413
